1 0.769103 0.610597 0.523798 0.375202 0.437041 0.434054 0.401375 0.328817
1 0.763674 0.581086 0.566979 0.494993 0.471008 0.435394 0.402509 0.338778
2 0.767841 0.600265 0.547335 0.456181 0.464273 0.433236 0.327336 0.376662
3 0.756720 0.590514 0.542506 0.485922 0.465817 0.427834 0.337680 0.366557
4 0.773952 0.592107 0.518953 0.355596 0.467043 0.423719 0.406514 0.345683
5 0.761288 0.594576 0.531607 0.495750 0.469837 0.423892 0.408482 0.340167
6 0.766481 0.588703 0.517912 0.493787 0.461693 0.388750 0.410737 0.375702
7 0.773727 0.589203 0.504741 0.513071 0.474410 0.419152 0.406599 0.375329
8 0.772596 0.600066 0.560196 0.392048 0.463559 0.417207 0.407960 0.381274
9 0.748994 0.598803 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
10 0.766771 0.604939 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
11 0.769823 0.591741 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
12 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
13 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
14 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
15 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
16 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
17 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
18 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
19 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
20 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
21 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
22 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
23 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
24 0.768508 0.591223 0.560150 0.484455 0.466740 0.407810 0.394163 0.370480
