-98.4130	45.4560
-106.8240	35.1500
-77.0070	36.9840
-101.7090	35.2330
-80.4130	25.6110
-84.7200	44.9070
-91.1910	43.8230
-122.4960	48.1940
-121.6320	39.4960
-75.9850	42.2000
-124.2920	40.4980
-100.7610	46.7710
-88.9850	30.5240
-108.6070	45.8540
-86.7700	33.1720
-71.1370	41.9560
-97.4190	25.9160
-78.7370	42.9490
-81.7030	24.5980
-81.1180	33.9490
-67.8060	46.0390
-116.2360	43.4910
-78.0040	40.9230
-81.8600	41.4130
-81.0420	32.6560
-97.4600	35.2380
-97.5110	27.7840
-73.1670	44.5110
-104.8060	41.1520
-121.6780	38.5010
-99.9690	37.7610
-100.2810	29.2730
-74.4110	39.9470
-92.2100	46.8370
-93.7230	41.7310
-75.4400	38.8260
-83.4720	42.7000
-90.5810	41.6120
-99.2540	32.5380
-94.2640	38.8100
-110.6300	31.8940
-74.0640	42.5860
-85.4590	31.4610
-106.6980	31.8730
-114.8910	35.7010
-85.9210	30.5640
-98.0280	29.7040
-117.5610	35.0980
-80.2740	37.0240
-98.9760	34.3620
-103.6300	34.6350
-84.5660	33.3640
-96.7290	43.5880
-111.1980	34.5740
-104.5460	39.7870
-97.3030	32.5730
-106.6250	48.2060
-108.2140	39.0620
-101.7000	39.3670
-88.1110	44.4980
-97.3830	30.7220
-85.5450	42.8940
-82.2200	34.8830
-88.3290	33.8970
-70.2560	43.8910
-106.1230	33.0760
-95.0790	29.4720
-119.6320	36.3140
-87.2850	36.7370
-86.0830	34.9310
-97.4430	37.6550
-112.8620	37.5910
-83.8220	39.4200
-89.3370	40.1510
-86.2800	39.7080
-95.5650	36.1750
-111.6700	33.2890
-85.7000	41.3590
-89.9840	32.2800
-81.7020	30.4850
-83.3510	32.6750
-83.3130	37.5910
-101.8140	33.6540
-93.2160	30.1250
-89.8260	30.3370
-100.5760	41.9580
-88.0850	41.6050
-116.8030	40.7400
-90.6830	38.6990
-78.4290	33.9890
-85.9440	37.9750
-77.4780	38.9750
-92.2620	34.8360
-102.1890	31.9430
-122.7170	42.0810
-100.8650	48.3930
-76.8760	34.7760
-88.5510	42.9680
-80.6540	28.1130
-88.2400	30.6790
-93.5660	44.8490
-87.5480	46.5310
-83.4020	36.1690
-113.9860	47.0410
-112.4480	41.2630
-121.8980	37.1550
-97.3260	47.5280
-85.7900	32.5370
-117.0420	32.9190
-89.8730	35.3450
-96.3670	41.3200
-86.5630	36.2470
-72.8640	40.8660
-117.6270	47.6800
-88.7720	37.0680
-80.2180	40.5320
-118.8530	45.6910
-92.9760	31.1560
-104.1810	38.4590
-78.4900	35.6660
-119.4620	39.7540
-108.4770	43.0660
-81.7230	38.3110
-75.4580	43.4680
-122.9650	45.7150
-112.6860	43.1060
-93.4010	37.2350
-93.8410	32.4510
-100.4930	31.3710
-117.6360	33.8180
-94.3620	35.2910
-82.4020	27.7060
-111.3850	47.4600
-84.3290	30.3980
-97.2780	35.3330
-96.2330	38.9970
-75.6800	43.7560
-102.8300	44.1250
-98.4420	40.3210
-83.0020	30.8900
-120.3970	34.8380
-98.1280	36.7410
-119.1790	34.4120
-87.7166	38.2666
-114.6570	32.4950
-27.3220	38.7300
-161.8760	60.7920
-135.5290	56.8530
-165.2950	64.5110
-151.3510	60.7260
-146.3030	59.4610
-156.6290	58.6790
-147.5020	65.0350
144.8080	13.4540
-159.5520	21.8940
-155.7780	20.1260
-157.1800	21.1330
-155.5690	19.0950
126.6220	35.9240
127.0210	36.9560
127.9100	26.3020
-66.0780	18.1160
-90.0800	32.3180
