283.908	285.824	7.52	0.02	65.207	1013.212	6.25	0
284.131	285.644	7.684	0.001	67.918	1013.196	6.75	0
284.135	284.891	7.715	0.001	70.491	1013.06	-1	0
284.756	285.01	7.828	0.001	72.631	1013.036	-1	0
284.596	285.183	7.741	0.001	68.51	1013.12	-1	0
285.156	285.044	7.898	0.001	74.612	1013.106	-1	0
285.221	285.453	7.694	0.001	64.687	1012.984	-1	0
285.421	286.16	7.873	0.001	64.479	1012.932	-1	0
285.515	286.324	7.739	0.001	61.966	1012.95	-1	0
286.193	286.816	8.336	0.001	69.652	1012.882	-1	0
286.566	285.874	8.311	0.001	73.716	1012.934	-1	0
286.594	286.176	8.406	0.001	75.523	1013.216	-1	0
287.163	285.846	8.355	0.001	73.645	1013.532	-1	0
287.235	285.731	8.165	0.001	72.094	1013.474	-1	0
287.215	285.831	8.113	0.001	72.311	1013.532	-1	0
288.012	286.249	8.261	0.001	73.771	1013.432	-1	0
289.567	286.734	8.26	0.001	67.51	1013.362	-1	0
289.273	286.909	8.439	0.001	69.657	1013.048	-1	0
289.76	287.02	8.288	0.001	67.813	1013.016	-1	0
290.681	287.198	8.418	0.001	68.024	1012.976	-1	0
290.261	288.321	8.168	0.001	65.497	1013.002	-1	0
290.64	287.361	8.223	0.001	66.164	1013.004	-1	0
290.874	287.746	8.188	0.001	64.075	1013.122	-1	0
291.075	287.414	8.398	0.001	71.068	1013.238	-1	0
290.815	287.622	8.19	0.001	64.051	1013.238	-1	0
291.296	287.965	8.308	0.001	65.782	1013.238	-1	0
291.327	288.914	8.316	0.001	64.279	1013.29	-1	0
291.596	289.006	8.325	0.001	60.278	1013.208	-1	0
292.091	288.459	8.209	0.001	61.888	1013.088	-1	0
291.963	289.053	8.296	0.001	65.658	1013.09	-1	0
292.367	288.84	8.245	0.001	62.391	1013.034	-1	0
292.428	289.228	8.044	0.001	59.06	1012.892	-1	0
292.748	289.35	7.973	0.001	55.585	1012.738	-1	0
293.166	289.24	7.713	0.001	54.5	1012.558	-1	0
292.746	289.975	8.314	0.001	59.814	1012.36	-1	0
293.355	289.57	8.006	0.001	58.116	1012.262	-1	0
293.546	290.403	7.709	0.001	50.721	1012.224	-1	0
293.68	290.202	8.066	0.001	54.965	1012.11	-1	0
293.798	290.847	8.297	0.001	56.297	1011.952	-1	0
293.715	289.898	8.366	0.001	58.678	1011.884	-1	0
293.817	290.694	7.997	0.001	52.291	1011.884	-1	0
293.984	290.822	8.033	0.001	52.801	1011.678	-1	0
294.166	290.653	8.228	0.001	54.805	1011.624	-1	0
294.348	290.435	8.021	0.001	54.852	1011.482	-1	0
295.202	291.194	8.11	0.001	52.338	1011.27	-1	0
294.98	291.382	7.921	0.001	49.03	1011.096	-1	0
294.689	291.258	8.348	0.001	54.999	1010.988	-1	0
294.518	291.027	7.852	0.001	49.995	1011.03	-1	0
295.498	291.796	7.825	0.001	47.648	1011.04	-1	0
295.259	292.548	7.972	0.001	45.221	1011.098	-1	0
295.177	291.27	7.925	0.001	50.619	1011.01	-1	0
294.83	291.788	8.027	0.001	50.074	1010.848	-1	0
295.498	291.729	7.956	0.001	47.539	1010.782	-1	0
294.982	292.554	8.199	0.001	47.319	1010.686	-1	0
295.461	291.84	8.086	0.001	49.837	1010.616	-1	0
295.295	291.467	7.88	0.001	48.127	1010.644	-1	0
295.339	291.992	7.625	0.001	44.236	1010.706	-1	0
295.689	292.193	7.935	0.001	47.921	1010.716	-1	0
295.674	292.226	8.079	0.001	49.962	1010.836	-1	0
295.705	291.949	7.892	0.001	48.887	1010.752	-1	0
295.634	292.133	7.914	0.001	47.022	1010.778	-1	0
295.508	291.71	7.843	0.001	48.499	1010.892	-1	0
295.582	292.207	7.68	0.001	44.295	1011.002	-1	0
294.027	291.252	9.048	0.001	57.432	1010.726	-1	0
293.863	291.599	9.251	0.001	55.794	1010.72	-1	0
293.96	291.287	9.23	0.001	57.57	1010.674	-1	0
293.796	291.226	9.428	0.001	60.81	1010.684	-1	0
293.837	291.676	9.381	0.001	59.464	1010.738	-1	0
293.509	291.45	9.174	0.001	56.249	1010.756	-1	0
293.211	291.049	9.229	0.001	56.856	1010.662	-1	0
293.071	291.566	9.391	0.001	58.244	1010.768	-1	0
292.843	291.419	9.399	0.001	58.272	1010.698	-1	0
292.8	291.495	8.933	0.001	53.858	1010.682	-1	0
