-1.34667,10.8086,2.99917,1.80679,0.844671,0.0628814,0.799364,18252
-1.39166,17.4445,3.938,2.59598,0.75436,0.14644,0.667918,18649
-1.88267,21.8062,4.27338,2.98271,0.697897,0.155087,0.618647,20228
-2.03325,26.0508,4.68153,3.23582,0.662714,0.178099,0.579496,21215
-2.10048,27.2715,4.78115,3.41209,0.618028,0.202702,0.534106,21990
-2.10707,29.2036,4.97633,3.56797,0.576888,0.235346,0.489903,22927
-2.13904,31.9748,5.23444,3.79971,0.507956,0.29993,0.41717,21502
-1.87062,30.828,5.2277,3.80367,0.432556,0.39898,0.336058,21041
